speaker,speaker's job title,state,party,true counts,mostly true counts,half true counts,mostly false counts,false counts,pants on fire counts,count
Charles Perry,,Texas,Republican,0,0,0,1,0,0,1
Charles Payne,,,Talk show host,0,0,0,1,0,0,1
Charles Odimgbe,,Rhode Island,State official,0,1,0,0,0,0,1
Charles Kuck,,Georgia,None,0,0,1,0,0,0,1
Charles Cooper,,,Newsmaker,0,0,1,0,0,0,1
Charles Clark,,,None,0,0,0,0,1,0,1
"Charles ""Chuck"" Spahos",,,None,0,0,1,0,0,0,1
Chapel Hill,,,None,0,1,0,0,0,0,1
Channel24News.Com,,,None,0,0,0,0,0,1,1
Changeaustin.Org,,,None,0,0,1,0,0,0,1
Chad Wolf,,,Republican,0,0,0,0,1,0,1
Centre For Research On Globalization,,,None,0,0,0,0,1,0,1
Central Falls Police Department,,,None,0,0,0,0,0,1,1
Center For Western Priorities,,,Democrat,0,1,0,0,0,0,1
Center For Individual Freedom,,,Organization,0,0,1,0,0,0,1
Center For American Progress Action Fund,,,Organization,0,0,1,0,0,0,1
Center For American Progress,,,Organization,0,1,0,0,0,0,1
Cenk Uygur,,,Democrat,1,0,0,0,0,0,1
Celine Gounder,,New York,None,1,0,0,0,0,0,1
Cecilia Muñoz,,,Newsmaker,0,1,0,0,0,0,1
Cecil Roberts,,,None,0,0,0,1,0,0,1
Causa Oregon,,Oregon,Organization,0,0,1,0,0,0,1
Catpac,,,Organization,0,0,0,0,1,0,1
Cato Institute,Non-Profit Public Policy Research Foundation,"Washington, D.C.",Libertarian,0,0,0,0,1,0,1
Cascade Policy Institute,,,Organization,0,0,1,0,0,0,1
Carolyn Tomei,,,Democrat,0,1,0,0,0,0,1
Carole Smith,,Oregon,None,0,0,0,0,0,1,1
Carol Morgan,,Texas,Democrat,1,0,0,0,0,0,1
Carol Hunstein,,Georgia,None,1,0,0,0,0,0,1
Carol Browner,,,None,0,0,1,0,0,0,1
Carol Alvarado,,Texas,Democrat,0,1,0,0,0,0,1
Carla Smith,Councilwoman,Georgia,None,1,0,0,0,0,0,1
Carla Axtman,,Oregon,Columnist,0,0,0,0,1,0,1
Carl Paladino,,New York,Republican,0,0,0,0,1,0,1
Carl Lewis,,New Jersey,Democrat,0,0,0,1,0,0,1
Carl Levin,,,Democrat,1,0,0,0,0,0,1
Carl Hosticka,,,Democrat,0,0,0,1,0,0,1
Carl Bildt,,,None,0,1,0,0,0,0,1
Candy Crowley,,,None,1,0,0,0,0,0,1
Campaign For Primary Accountability,,,None,0,0,0,0,1,0,1
Campaign For Liberty,,,Republican,0,0,0,1,0,0,1
Calvine Rollins,,Georgia,None,0,0,0,1,0,0,1
Callista Gingrich,US Representative,Georgia,Republican,0,0,0,1,0,0,1
Californians For Lower Drug Prices,Campaign Group,California,None,0,0,1,0,0,0,1
California Republican Party,,,Republican,0,0,0,0,0,1,1
Cal Thomas,,,None,0,0,1,0,0,0,1
Caitlyn Jenner,,,Activist,0,0,0,0,1,0,1
Caddy Mckeown,,,Democrat,1,0,0,0,0,0,1
Byron Brown,,,Democrat,1,0,0,0,0,0,1
Buzzfeedusa.Com,,,None,0,0,0,0,0,1,1
Buzzfeed,,,None,0,0,0,0,0,1,1
Butch Conway,,Georgia,Republican,1,0,0,0,0,0,1
Burrell Ellis,,Georgia,Democrat,1,0,0,0,0,0,1
Burnt Orange Report,,,Democrat,0,0,0,1,0,0,1
Burger King,,Florida,None,0,0,1,0,0,0,1
Bumper Sticker,,,None,0,0,1,0,0,0,1
Buddy Roemer,"Former Governor, Former Member Of Congress, President Candidate",Louisiana,Republican,0,0,1,0,0,0,1
Buddy Carter,State Senator,Georgia,Republican,1,0,0,0,0,0,1
Buck Sexton,,,Republican,0,0,0,0,1,0,1
Bryant Gumbel,,New York,None,0,0,1,0,0,0,1
Bryan Underwood,,Texas,Republican,0,1,0,0,0,0,1
Bryan Long,,Georgia,Democrat,0,0,1,0,0,0,1
Bryan Kennedy,US Representative,Wisconsin,Democrat,0,0,0,0,1,0,1
Bryan Hughes,Senate Candidate,Texas,Republican,0,0,0,1,0,0,1
Bruce Kraus,,,Democrat,0,0,0,0,1,0,1
Broward Republican Executive Committee,,Florida,Republican,0,0,1,0,0,0,1
Broward Democratic Executive Committee,,Florida,Democrat,0,0,0,1,0,0,1
Broward County Police Benevolent Association,,Florida,None,0,0,1,0,0,0,1
Broward County Medical Association,,Florida,Organization,1,0,0,0,0,0,1
Brookhaven,,,None,0,0,1,0,0,0,1
Brook Hines,,,Democrat,0,0,0,1,0,0,1
Brian Wilson,,Oregon,None,0,0,0,0,0,1,1
Brian Treece,,,None,0,0,0,1,0,0,1
Brian Stelter,,,None,1,0,0,0,0,0,1
Brian Schweitzer,Governor,Montana,Democrat,0,0,0,0,0,1,1
Brian Schatz,,Hawaii,Democrat,0,0,1,0,0,0,1
Brian Patrick Kennedy,,Rhode Island,Democrat,0,0,0,1,0,0,1
Brian Newberry,,Rhode Island,Republican,1,0,0,0,0,0,1
Brian Kavanagh,State Senator,New York,Democrat,1,0,0,0,0,0,1
Brian Joseph,CEO Of Touchstone Research Laboratory,West Virginia,None,0,0,0,1,0,0,1
Brian Fallon,,,Democrat,0,0,0,0,1,0,1
Brian Deese,,,Democrat,0,0,1,0,0,0,1
Brian Clem,,,Democrat,1,0,0,0,0,0,1
Brian Anderson,,Florida,None,0,1,0,0,0,0,1
Brett Mcgurk,,,None,1,0,0,0,0,0,1
Brett Bittner,,,Libertarian,0,0,0,1,0,0,1
Brent Larkin,,Ohio,None,1,0,0,0,0,0,1
Brent Barton,,,Democrat,0,0,0,1,0,0,1
Brendan Reilly,,,None,0,0,0,1,0,0,1
Brendan Kelly,,,Democrat,0,0,0,1,0,0,1
Brendan Boyle,,,Democrat,0,0,0,0,1,0,1
Branko Radulovacki,,Georgia,Democrat,0,0,0,0,1,0,1
Brandon Tatum,,,None,0,0,1,0,0,0,1
Brandon Morse,,,None,0,0,0,0,1,0,1
Brandon Creighton,,,Republican,1,0,0,0,0,0,1
Brahma Chellaney,,,None,0,1,0,0,0,0,1
Brad Woodhouse,,,Democrat,0,0,0,0,1,0,1
Brad Rockwell,,Texas,None,0,0,1,0,0,0,1
Brad Halbrook,,,Republican,0,0,0,0,0,1,1
Brad Blakeman,,,Republican,0,1,0,0,0,0,1
Bornalivetruth.Org,,,None,0,0,0,0,1,0,1
Boris Johnson,,,None,0,1,0,0,0,0,1
Bonnie Reiss,,California,Democrat,0,1,0,0,0,0,1
Bobbie Richardson,,,Democrat,0,0,0,0,1,0,1
Bob Tiernan,,Oregon,Republican,0,0,1,0,0,0,1
Bob Thomas,,,Republican,0,0,0,1,0,0,1
Bob Terry,,Oregon,None,0,0,0,0,1,0,1
Bob Seger,,Michigan,None,0,0,0,0,1,0,1
Bob Sears,,,None,0,0,0,1,0,0,1
Bob Latta,,Ohio,Republican,0,0,0,1,0,0,1
Bob Kincaid,,West Virginia,Democrat,0,0,0,0,1,0,1
Bob Hall,,,Republican,0,0,1,0,0,0,1
Bob Hackworth,,Florida,None,0,0,0,0,1,0,1
Bob Cortes,,,Republican,0,0,1,0,0,0,1
Bluenc,,,Democrat,0,0,0,0,0,1,1
Bluedot Daily,,,None,0,0,0,0,1,0,1
Blue Oregon,,Oregon,Democrat,1,0,0,0,0,0,1
Bloomberg.Com,,,None,0,0,1,0,0,0,1
Bling News,,,None,0,0,0,0,0,1,1
Blake Rocap,,Texas,Democrat,0,0,0,1,0,0,1
Blake Farenthold,,Texas,Republican,0,0,0,0,1,0,1
Blackinsurancenews.Com,,,None,0,0,0,0,0,1,1
Bipartisan Report,,,None,0,0,0,0,1,0,1
Bing West,,Rhode Island,None,1,0,0,0,0,0,1
Billy Richardson,,,Democrat,0,0,0,0,1,0,1
Billhislam.Com,,,None,0,0,0,0,0,1,1
Bill Weimer,,Ohio,None,1,0,0,0,0,0,1
Bill Stanley,,,Republican,0,0,0,0,1,0,1
Bill Spelman,,Texas,Democrat,0,0,0,0,1,0,1
Bill Ratliff,,Texas,Republican,0,0,0,1,0,0,1
Bill Proctor,,Florida ,Republican,0,1,0,0,0,0,1
Bill Powers,,Texas,None,0,0,0,1,0,0,1
Bill Powell,,Georgia,None,0,0,0,0,1,0,1
Bill Post,,Oregon,Republican,0,0,0,0,0,1,1
Bill Peduto,,,Democrat,0,1,0,0,0,0,1
Bill Montford,,Florida,Democrat,0,1,0,0,0,0,1
Bill Mitchell,,Illinois,Republican,1,0,0,0,0,0,1
Bill Mcraven,,,None,0,1,0,0,0,0,1
Bill Mccoshen,,,Republican,0,0,1,0,0,0,1
Bill Kennemer,,,Republican,1,0,0,0,0,0,1
Bill Janis,,Virginia,Republican,0,0,0,1,0,0,1
Bill Hightower,,,Republican,0,0,1,0,0,0,1
Bill Gates,,,None,0,1,0,0,0,0,1
Bill Galvano,,,Republican,0,0,1,0,0,0,1
Bill Fischer,,Rhode Island,Newsmaker,0,0,0,1,0,0,1
Bill Daley,,,None,0,0,1,0,0,0,1
Bill Clegg,,Rhode Island,Republican,0,0,0,0,1,0,1
Bill Burton,,,Democrat,0,1,0,0,0,0,1
Bill Bradbury,,Oregon,Democrat,0,0,0,0,0,1,1
Bill Bennett,,District of Columbia,None,0,1,0,0,0,0,1
Bill Belichick,,,None,0,1,0,0,0,0,1
Bikeportland.Org,,,None,1,0,0,0,0,0,1
Bike Austin,,Texas,None,0,0,0,1,0,0,1
Beverly Boswell,,,Republican,0,0,0,0,0,1,1
Bettylou Decroce,,,Republican,0,0,1,0,0,0,1
Betty Mccollum,,,Democrat,1,0,0,0,0,0,1
Betty Jean Grant,,,Democrat,1,0,0,0,0,0,1
Better Future Michigan,,,Organization,0,0,0,0,1,0,1
Betsy Devos,,,Republican,0,0,0,0,1,0,1
Beth Parlato,,,Republican,0,1,0,0,0,0,1
Beth Harwell,,Tennessee,Republican,0,0,1,0,0,0,1
Bennett Sandlin,,,Activist,1,0,0,0,0,0,1
Benjamin Netanyahu,,,None,0,1,0,0,0,0,1
Benjamin Crump,,,Democrat,0,0,1,0,0,0,1
Ben Sasse,,,Republican,1,0,0,0,0,0,1
Ben Rhodes,,,Democrat,1,0,0,0,0,0,1
Ben Ferguson,,,None,0,0,0,1,0,0,1
Ben Cannon,,Oregon,Democrat,0,0,0,0,0,0,1
Ben Bius,,Texas,Republican,0,0,0,0,1,0,1
Becoming American Initiative,,,None,0,1,0,0,0,0,1
Beatrice Lanzi,,Rhode Island,Democrat,0,0,1,0,0,0,1
Bear Education And Resource Group,,,None,0,0,0,0,0,1,1
Basil Seggos,,New York,None,0,0,0,0,1,0,1
Basic Rights Oregon,,Oregon,Democrat,0,0,0,0,1,0,1
Barry Garner,,,None,0,1,0,0,0,0,1
Barry Duval,,,Organization,0,1,0,0,0,0,1
Barry Bone,,Texas,None,1,0,0,0,0,0,1
Barney Simms,,Georgia,None,1,0,0,0,0,0,1
Barney Bishop,,Florida,None,0,0,0,0,1,0,1
Barbara Sharief,,Florida,Democrat,0,0,0,1,0,0,1
Barbara Dittrich,,,Republican,1,0,0,0,0,0,1
Barbara Cargill,,Tennesse,Republican,0,0,0,1,0,0,1
Barbara Ann Radnofsky,,,Democrat,0,0,0,0,0,1,1
Ban The Box Ri,,,Organization,1,0,0,0,0,0,1
Baker Harrell,,Texas,None,0,1,0,0,0,0,1
Babylon Bee,,,None,0,0,0,0,0,1,1
Babur Lateef,,Virginia,Democrat,0,0,1,0,0,0,1
B.O.B.,,,None,0,0,0,0,0,1,1
B. Heath Mitchell,,,None,0,0,1,0,0,0,1
Aziz Ansari,,,None,1,0,0,0,0,0,1
Ax The Bev Tax,,,None,0,0,0,0,0,1,1
Austinites For Geographic Representation,,,None,1,0,0,0,0,0,1
Austin Water Utility,,,None,1,0,0,0,0,0,1
Austin Independent School District,,Texas,None,0,0,0,1,0,0,1
Austin Fund For Quality Healthcare,,,None,0,1,0,0,0,0,1
Austin For A Better Future,,,None,0,0,0,0,0,1,1
Austin Board Of Realtors Pac,,,None,0,0,0,0,1,0,1
Aubrey Huff,,,None,0,0,0,0,1,0,1
Atlanta Sports Council,,,None,0,0,0,0,1,0,1
Atlanta Police Foundation,,,None,1,0,0,0,0,0,1
Atlanta Neighborhood Association,,,None,1,0,0,0,0,0,1
Atlanta Braves,,,None,1,0,0,0,0,0,1
Ashley Smith,,,None,1,0,0,0,0,0,1
Ashley Moody,,,Republican,0,0,1,0,0,0,1
Ashley Judd,,,Democrat,0,0,1,0,0,0,1
Ashley Hinson,,,Republican,0,0,1,0,0,0,1
Ash Williams,,Florida,None,0,0,0,0,1,0,1
Artur Davis,,Alabama,Republican,0,0,0,1,0,0,1
Arthur Cyr,,Wisconsin,Columnist,0,0,0,0,1,0,1
Art Acevedo,,Texas,None,0,1,0,0,0,0,1
Arsalan Iftikhar,,"Washington, D.C.",None,0,0,0,0,1,0,1
Arlen Parsa,,,None,1,0,0,0,0,0,1
Arizona House Democrats,,Arizona,Democrat,0,1,0,0,0,0,1
Arian Foster,,,None,0,0,1,0,0,0,1
Antonio Sabato Jr.,,,None,0,0,0,0,0,1,1
Antonio Delgado,,,Democrat,0,0,0,1,0,0,1
Antonin Scalia,,,None,0,0,1,0,0,0,1
Antiwar.Com,,,Organization,0,0,0,0,1,0,1
Anthony Tata,Government Official,None,Republican,0,0,1,0,0,0,1
Anthony Rogers,US Representative Candidate,Missouri,Republican,0,0,0,0,1,0,1
Anthony Rendon,State Assembly,California,Democrat,0,1,0,0,0,0,1
Anthony Johnson,Political Action Committee Director,Oregon,Activist,0,0,1,0,0,0,1
Anthony Bucco,State Senator,New Jersey,Republican,0,0,0,1,0,0,1
Anthony Brindisi,Former US Representative,New York,Democrat,0,0,0,0,1,0,1
Anonymous Gop Critics,Unidentified,None,Republican,0,0,0,0,1,0,1
Anonymous Flier,Unidentified,None,None,0,0,0,0,1,0,1
Anonymous Activist,Unidentified,None,None,0,1,0,0,0,0,1
Annise Parker,Former Mayor,Texas,Democrat,0,0,1,0,0,0,1
Anne Hathaway,Actress,None,None,0,1,0,0,0,0,1
Anne Goodman,Company CEO,Ohio,None,1,0,0,0,0,0,1
Anna Kooiman,News Anchor,News Anchor,News Anchor,0,0,0,1,0,0,1
Ann Teich,Board Trustee,Austin,None,1,0,0,0,0,0,1
Ann Lininger,Judge,Oregon,None,0,0,0,0,1,0,1
Ann Hudspeth,Volunteer,Texas,None,1,0,0,0,0,0,1
Anitere Flores,Former State Senator,Florida,Republican,0,0,0,0,1,0,1
Anissa Naouai,Journalist,None,None,0,0,1,0,0,0,1
Angus King,US Senator,Maine,Independent,0,1,0,0,0,0,1
Angela Bean,Activist,Georgia,Republican,0,0,0,1,0,0,1
Andy Gardiner,Former State Senator,Florida,Republican,0,0,0,0,1,0,1
Andy Duyck,County Board Chairman,Oregon,None,0,1,0,0,0,0,1
Andy Craig,US Representative Candidate,Wisconsin,Libertarian,0,0,1,0,0,0,1
Andy Biggs,US Representative,New York,Republican,0,0,0,0,1,0,1
Andy Berke,Mayor,Tennessee,Democrat,1,0,0,0,0,0,1
Andrew Byrd,Former State Delegate,West Virginia,Democrat,0,0,0,0,1,0,1
Andrea Tantaros,Political Analyst,None,None,0,0,0,0,0,1,1
Andre Jacque,State Senator,Wisconsin,Republican,0,0,0,0,1,0,1
Andra Carson,US Representative,Indiana,Democrat,0,0,0,0,1,0,1
Anastasia Williams,State Representative,Rhode Island,Democrat,0,0,0,0,1,0,1
Ana Navarro,Political Strategist,None,Republican,0,1,0,0,0,0,1
Amy Pechacek,Secretary-designee at Wisconsin Department of Workforce Development,Wisconsin,None,0,0,1,0,0,0,1
Amy Handlin,Former State Assembly,New Jersey,Republican,0,0,0,1,0,0,1
Amy Hanauer,Founding Executive Director of Policy Matters Ohio,Ohio,None,1,0,0,0,0,0,1
Americas Pac,Political Action Committee,None,Organization,0,0,0,0,1,0,1
Americans United For Life,Advocacy Group,"Washington, D.C.",Organization,0,0,0,0,1,0,1
Americans For Safe Access,Organization,"Washington, D.C.",None,0,0,0,1,0,0,1
Americans For Prosperity: New Jersey,Conservative Organization,New Jersey,None,0,0,0,0,1,0,1
"Americans For Prosperity, North Carolina Chapter",Conservative Organization,North Carolina,None,0,0,1,0,0,0,1
Americans For A Strong Defense,Nonprofit Organization,None,Republican,0,0,0,1,0,0,1
Americans Against Food Taxes,Company Coalition,"Washington, D.C.",None,1,0,0,0,0,0,1
Americanproud.Info,Fake News Website,None,None,0,0,0,0,0,1,1
Americanpoliticnews,Fake News Website,None,None,0,0,0,0,0,1,1
American Unity Pac,Political Action Committee,None,Republican,0,0,0,0,1,0,1
American Revolution,Fake News Website,None,None,0,0,0,0,0,1,1
American Principles Project,Political Action Committee,None,Organization,0,0,0,0,1,0,1
American Principles In Action,Conservative Organization,None,None,0,0,1,0,0,0,1
American Postal Workers Union,Labor Union,None,None,0,0,1,0,0,0,1
American Life League,Catholic Pro-life Organization,None,None,0,0,0,0,1,0,1
American Israel Public Affairs Committee,Pro-Israel Organization,None,Organization,0,0,0,0,1,0,1
American International Group,Insurance Company,None,None,0,1,0,0,0,0,1
American Bird Conservancy,Nonprofit Organization ,Virginia,None,0,0,1,0,0,0,1
American Beverage Association,Trade Group,"Washington, D.C.",Organization,0,0,1,0,0,0,1
American Automobile Association,Nonprofit Organization,New York,None,1,0,0,0,0,0,1
America Today,Fake News Website,None,None,0,0,0,0,0,1,1
Amardeep Kaleka,US Representative,Wisconsin,Democrat,0,0,0,0,0,1,1
Amanda Carpenter,Writer,None,Republican,0,0,0,0,1,0,1
Amalgamated Transit Union,Organization,Oregon,Organization,0,1,0,0,0,0,1
Alyssa Milano,Actress,None,None,0,0,0,1,0,0,1
Allie Mccullen,Statewide Organizer,Georgia,None,0,0,0,0,1,0,1
Alliance For Retired Americans,Organization,Texas,Organization,0,0,0,1,0,0,1
Alliance Defending Freedom,Conservative Christian Nonprofit Organization,Georgia,None,0,0,1,0,0,0,1
Allen Thomas,Former Mayor,North Carolina,Democrat,1,0,0,0,0,0,1
Allen Frances,Psychiatrist,North Carolina,None,0,0,0,0,0,1,1
Allen Buckley,US Senate Candidate,Georgia ,Libertarian,0,1,0,0,0,0,1
Allen Andrews,State Representative,Missouri,Republican,1,0,0,0,0,0,1
Allen Alley,Governor Candidate,Oregon,Republican,0,1,0,0,0,0,1
Allan Ritter,Former State Representative,Texas,Republican,0,0,1,0,0,0,1
Alison Littell Mchose,Assemblywoman,New Jersey,Republican,0,0,0,0,1,0,1
Alisha Thomas Morgan,Former State Representative,Georgia,Democrat,0,1,0,0,0,0,1
Alicia Menendez,TV Show Host,None,None,1,0,0,0,0,0,1
Alfredo Gutierrez,State Senator,Arizona,Democrat,0,1,0,0,0,0,1
Alexander Strenger,Mayor Candidate,Texas,None,0,0,1,0,0,0,1
Alexander Snitker,Senate Candidate,Florida,Libertarian,1,0,0,0,0,0,1
Alex Wan,Former Member Of The Atlanta City Council,Georgia,Democrat,0,0,1,0,0,0,1
Alex Padilla,US Senator,California,Democrat,0,1,0,0,0,0,1
Alex Mcmurtrie Jr.,Attorney,Virginia,None,0,0,0,0,1,0,1
Alex Azar,Former Secretary of Health and Human Services,None,Republican,0,0,0,1,0,0,1
Alejandro Mayorkas,Secretary of the Department of Homeland Secretary,None,None,0,0,1,0,0,0,1
Albio Sires,US Representative,New Jersey,Democrat,0,1,0,0,0,0,1
Alberto Carvalho,Superintendent for Miami-Dade Public Schools,Florida,None,0,0,1,0,0,0,1
Albert Papp Jr.,President Of The New Jersey Association Of Railroad Passengers,New Jersey,None,0,1,0,0,0,0,1
Alan Simpson,Former US Senator,Wyoming,Republican,1,0,0,0,0,0,1
Alan Powell,State Representative,Georgia,Republican,0,1,0,0,0,0,1
Alan Krueger,Former Assistant Secretary of the Treasury for Economic Policy,"Washington, D.C.",Democrat,1,0,0,0,0,0,1
Alan Essig,Executive Director of the Georgia Budget & Policy Institute,Georgia,None,1,0,0,0,0,0,1
Alan Bates,State Senator,Oregon,Democrat,1,0,0,0,0,0,1
Al Roker,Meteorologist for NBC's Today,None,None,0,0,0,1,0,0,1
Al Jazeera America,Cable News Network,None,Journalist,0,0,0,0,1,0,1
Al Franken,Former US Senator,Minnesota,Democrat,0,1,0,0,0,0,1
Al Cardenas,Former Party Affiliation Chairman,Florida,Republican,0,0,0,0,1,0,1
Akbar Al Baker,CEO of Qatar Airways,None,None,0,0,0,1,0,0,1
Aftab Pureval,Congress Candidate,Ohio,Democrat,0,1,0,0,0,0,1
Afl-Cio Of New Jersey,Federation of Union,New Jersey,None,0,1,0,0,0,0,1
Advancing Wisconsin,Liberal Organization,Wisconsin,None,0,0,0,0,0,1,1
Adrian Garcia,Sherriff,Texas,Democrat,0,0,0,1,0,0,1
Addicting Information,Liberal Blog,None,Democrat,0,0,0,0,1,0,1
Adan Ballesteros,Constable,Texas,Democrat,0,0,0,1,0,0,1
Adam Smith,US Representative,"Washington, D.C.",Democrat,0,0,0,0,1,0,1
Adam Schnelting,State Representative,Missouri,Republican,0,0,0,1,0,0,1
Adam Schefter,NFL Reporter For ESPN,Florida,None,0,1,0,0,0,0,1
Adam Jarchow,Former US Representative,Wisconsin,Republican,0,0,0,0,1,0,1
Activist Mommy,Conservative Website,None,None,0,0,0,1,0,0,1
Act For America,Conservative Group,None,None,0,0,0,0,1,0,1
Aclu Of North Carolina,State-level Chapter of the American Civil Liberties Union,North Carolina,Organization,1,0,0,0,0,0,1
Aclu Foundation Of Georgia,Nonprofit Organization,Georgia,None,1,0,0,0,0,0,1
Accountability In Government,Third-party Group,Florida,None,1,0,0,0,0,0,1
Abel Collins,Program Manager,Rhode Island,Independent,0,1,0,0,0,0,1
Abc News-Us,Fake News Website,None,None,0,0,0,0,0,1,1
Aarp,Nonprofit Organization,Ohio,None,0,1,0,0,0,0,1
Aaron Degroot,Republican Party Downstate Press Secretary,Illinois,Republican,0,0,1,0,0,0,1
A.J. Jacobs,Journalist,Wisconsin,Journalist,1,0,0,0,0,0,1
A Stronger Wisconsin,Political Action Committee,Wisconsin,Democrat,0,0,1,0,0,0,1
A C Wharton,Former Mayor,Tennessee,Democrat,0,1,0,0,0,0,1
@Thesavoyshow,Instagram Account,None,Newsmaker,0,0,0,0,1,0,1
13Th District Gop Slate,State Assembly,New Jersey,Republican,0,0,1,0,0,0,1
Your Choice Colorado ,,,Organization,0,0,1,0,0,0,
Young America'S Foundation,,,None,0,0,1,0,0,0,
Yes On 79 ,,,None,0,0,1,0,0,1,
Yes On 62 Campaign To Abolish California'S Death Penalty,,,None,1,0,0,0,0,0,
Yes On 22,,,None,0,0,0,0,0,0,
Xi Jinping ,,,None,0,0,0,1,0,0,
World-Newss.Com,,,None,0,0,0,0,0,1,
Workers' Voice,,,None,0,0,0,0,2,2,
Wisconsin State Afl-Cio,,,Organization,0,0,0,1,1,0,
Wisconsin Senate Republicans,,,Republican,0,0,0,0,0,0,
Wisconsin Legislature Republicans,,,Republican,0,0,0,0,0,0,
Wisconsin Department Of Public Instruction,,,None,0,0,0,0,0,0,
Wisconsin Anti-Violence Effort Educational Fund,,,None,0,0,1,0,0,0,
Willie Robertson,,,Republican,0,0,0,0,0,0,
William O'Brien,,,Republican,0,0,1,1,2,0,
Will Rasmussen,,,Democrat,0,0,0,0,0,0,
Wendy Long,,,None,0,0,0,0,0,0,
We Are Wisconsin ,,,Organization,0,0,1,1,1,0,
Wbn News,,,None,0,0,0,0,0,0,
Warren Chisum,,Texas,Republican,0,0,0,0,0,0,
Walt Minnick,,,Democrat,0,0,0,0,0,0,
Votevets,,,None,0,0,0,0,0,0,
Virginia Senate Democrats,,,Democrat,0,0,0,0,0,0,
Viralusa,,,None,0,0,0,0,0,0,
Vincent Polistina,,,Republican,0,0,0,0,0,0,
Vin Gopal,,,Democrat,0,0,0,0,0,0,
Verfied Politics,,,Democrat,0,0,0,0,0,0,
Usa Liberty Press,,,None,0,0,0,0,0,0,
University Of Wisconsin-Milwaukee,,,None,0,0,0,0,0,0,
University Of Wisconsin-Madison,,,None,0,0,0,0,0,0,
Uncle Sam'S Misguided Children,,,None,0,0,0,0,0,1,
Un'S Unicef,,,None,0,1,0,0,0,0,
U.S. Senate Democrats,,,Democrat,0,0,0,0,0,0,
U.S. House Democrats,,,Democrat,0,0,0,0,0,0,
Troy Nehls,,,Republican,0,0,0,0,0,0,
Tricia Pridemore,,,Republican,0,0,0,0,0,0,
Tomorrow'S Vision Of Florida,,,Democrat,0,0,0,0,1,0,
Tommy Hunter,,,Republican,0,0,0,0,0,0,
Tom Udall,,,Democrat,0,0,0,0,0,0,
Tom Suozzi,,,Democrat,0,0,0,0,0,0,
Tom Lowe,,,Republican,0,0,0,0,0,0,
Tom Kean Jr. ,State Senator,New Jersey,Republican,0,0,1,0,2,0,
Tom Kean ,Former Governor,New Jersey,Republican,1,0,1,0,0,0,
Tom Colicchio ,,,None,0,0,0,0,1,0,
Tim O'Brien,,,Democrat,0,0,1,0,0,0,
Tim Cowlishaw,,,None,0,0,0,0,0,0,
Tiffany Trump,,,Republican,0,0,0,0,0,0,
Thinkprogress,,,None,0,0,0,0,0,0,
Therightscoop.Com,,,None,0,0,0,0,0,0,
The Palmer Report,,,None,0,0,0,0,0,0,
The Blaze,,,None,0,0,0,0,0,0,
Thad Cochran,,,Republican,0,0,0,0,0,0,
Texas Conservatives Fund,,,Republican,0,0,0,0,0,0,
Texans For America'S Future Pac,,,Democrat,0,0,0,1,0,0,
Terrie Rizzo,,,Democrat,0,0,0,0,0,0,
Terri Lynn Land,,Michigan,Republican,0,0,0,0,0,0,
Teresa Paiva Weed,,,Democrat,0,0,0,0,0,0,
Tariq El-Shabazz,,,Democrat,0,1,0,0,0,0,
Ta-Nehisi Coates,,,Journalist,1,0,0,0,0,0,
Susie Lee,,,Democrat,0,0,0,0,0,0,
Susan Rice,,,Democrat,0,0,0,0,0,0,
Students For Concealed Carry At Fsu,,,Organization,0,0,0,0,0,0,
Stu Burguiere ,,,None,0,1,0,0,0,0,
Steven Holt,,,Republican,0,0,0,0,0,0,
Steven Chu,,,Democrat,0,0,0,0,0,0,
Steve Schmidt,,,Republican,0,0,0,0,0,0,
Steve Newgard ,,,Republican,0,0,0,0,0,0,
Steve Montenegro,,,Republican,0,0,0,0,0,0,
Steve Adubato Jr.,,,Democrat,0,0,0,0,0,0,
Stephen Silberkraus,,,Republican,0,0,0,0,0,0,
Stephanie Murphy,,,Democrat,0,0,0,0,0,0,
States-News.Com,,,None,0,0,0,0,0,1,
State Department,,,None,0,0,0,0,0,0,
Stanley Mcchrystal ,,,None,0,0,1,0,0,0,
Stan Watson,,,Democrat,0,0,0,0,0,0,
Soutwest-Air.Com,,,None,0,0,0,0,0,1,
Sonna Singleton,,,Democrat,0,0,0,0,0,0,
Sonia Sotomayor,,,Democrat,0,0,0,0,0,0,
Sheila Bynum-Coleman,,,Democrat,0,1,0,0,0,1,
Shawn O'Connor,,,Democrat,0,0,0,0,0,1,
Shaun Usher,,,None,0,0,0,0,0,0,
Sharon Barnes Sutton,,,Democrat,0,0,0,0,0,0,
Shana Rooks,,,Democrat,0,0,0,0,0,0,
Seth Williams,,,Democrat,0,0,0,0,0,0,
Senate Republicans,,,Republican,0,0,0,0,0,0,
"Seiu, District 1199",,,Newsmaker,0,0,0,0,0,0,
Seiu Healthcare Illinois & Indiana ,,,Organization,0,0,0,0,1,0,
Seattle Police Department,,,None,0,0,0,0,0,0,
Scott Wallace,,,Democrat,0,0,0,0,0,0,
Scott Baio,,,Republican,0,0,0,0,0,0,
"Save Our City, Milwaukeeans Can'T Wait",,,Organization,0,0,0,1,0,0,
Save America'S Postal Service,,,None,0,0,1,0,0,0,
Sarah Copelin-Wood,,,None,0,0,1,0,0,0,
Sandy Galef,,,Democrat,0,0,0,0,0,0,
